,Comments_youtube,Comments_CaseFolding,CharEmoNum_Remove,RemoveDoubleWord,tokenizing,Comments_stopwordfix,Stemming2
1021,Sasambo tembak lagsung,sasambo tembak lagsung,sasambo tembak lagsung,sasambo tembak lagsung,"['sasambo', 'tembak', 'lagsung']","['sasambo', 'tembak', 'lagsung']","['sasambo', 'tembak', 'lagsung']"
1022,Harusnya PEMBERONTAK,harusnya pemberontak,harusnya pemberontak,harusnya pemberontak,"['harusnya', 'pemberontak']",['pemberontak'],['berontak']
1023,OPM HARAM,opm haram,opm haram,opm haram,"['opm', 'haram']","['opm', 'haram']","['opm', 'haram']"
1024,Sudahlah ngak usah omong lagi...bearkan papua merdeka,sudahlah ngak usah omong lagi...bearkan papua merdeka,sudahlah ngak usah omong lagibearkan papua merdeka,sudahlah ngak usah omong lagibearkan papua merdeka,"['sudahlah', 'ngak', 'usah', 'omong', 'lagibearkan', 'papua', 'merdeka']","['ngak', 'omong', 'lagibearkan', 'papua', 'merdeka']","['ngak', 'omong', 'lagibearkan', 'papua', 'merdeka']"
1025,Buat temen temen polisi dan tni yang sedang bertugas di daerah sana gausah takut sama KKB berapa hektar sih daerah kebesaran ( KKB) mereka dari pada Indonesia,buat temen temen polisi dan tni yang sedang bertugas di daerah sana gausah takut sama kkb berapa hektar sih daerah kebesaran ( kkb) mereka dari pada indonesia,buat temen temen polisi dan tni yang sedang bertugas di daerah sana gausah takut sama kkb berapa hektar sih daerah kebesaran  kkb mereka dari pada indonesia,buat temen polisi dan tni yang sedang bertugas di daerah sana gausah takut sama kkb berapa hektar sih kebesaran mereka dari pada indonesia,"['buat', 'temen', 'polisi', 'dan', 'tni', 'yang', 'sedang', 'bertugas', 'di', 'daerah', 'sana', 'gausah', 'takut', 'sama', 'kkb', 'berapa', 'hektar', 'sih', 'kebesaran', 'mereka', 'dari', 'pada', 'indonesia']","['temen', 'polisi', 'tni', 'bertugas', 'daerah', 'gausah', 'takut', 'kkb', 'hektar', 'sih', 'kebesaran', 'indonesia']","['temen', 'polisi', 'tni', 'tugas', 'daerah', 'gausah', 'takut', 'kkb', 'hektar', 'sih', 'besar', 'indonesia']"
1026,Teroris kkb. Hhhh takut kan kkb.,teroris kkb. hhhh takut kan kkb.,teroris kkb hhhh takut kan kkb,teroris kkb hhhh takut kan,"['teroris', 'kkb', 'hhhh', 'takut', 'kan']","['teroris', 'kkb', 'hhhh', 'takut']","['teroris', 'kkb', 'hhhh', 'takut']"
1027,hutan papua dibakar aja pake bom kimia selesai dah urusan dulu pengen bebas dr belanda thn 1962 sukarno bebaskan papua dari belanda skrg minta merdeka ga ad bls budi nya bakar aja hutan papua pake bom kimia seperti yg dilakukan amerika sm vietnam,hutan papua dibakar aja pake bom kimia selesai dah urusan dulu pengen bebas dr belanda thn 1962 sukarno bebaskan papua dari belanda skrg minta merdeka ga ad bls budi nya bakar aja hutan papua pake bom kimia seperti yg dilakukan amerika sm vietnam,hutan papua dibakar aja pake bom kimia selesai dah urusan dulu pengen bebas dr belanda thn  sukarno bebaskan papua dari belanda skrg minta merdeka ga ad bls budi nya bakar aja hutan papua pake bom kimia seperti yg dilakukan amerika sm vietnam,hutan papua dibakar aja pake bom kimia selesai dah urusan dulu pengen bebas dr belanda thn sukarno bebaskan dari skrg minta merdeka ga ad bls budi nya bakar seperti yg dilakukan amerika sm vietnam,"['hutan', 'papua', 'dibakar', 'aja', 'pake', 'bom', 'kimia', 'selesai', 'dah', 'urusan', 'dulu', 'pengen', 'bebas', 'dr', 'belanda', 'thn', 'sukarno', 'bebaskan', 'dari', 'skrg', 'minta', 'merdeka', 'ga', 'ad', 'bls', 'budi', 'nya', 'bakar', 'seperti', 'yg', 'dilakukan', 'amerika', 'sm', 'vietnam']","['hutan', 'papua', 'dibakar', 'aja', 'pake', 'bom', 'kimia', 'selesai', 'dah', 'urusan', 'pengen', 'bebas', 'dr', 'belanda', 'thn', 'sukarno', 'bebaskan', 'skrg', 'merdeka', 'ga', 'ad', 'bls', 'budi', 'nya', 'bakar', 'yg', 'amerika', 'sm', 'vietnam']","['hutan', 'papua', 'bakar', 'aja', 'pake', 'bom', 'kimia', 'selesai', 'dah', 'urus', 'ken', 'bebas', 'dr', 'belanda', 'thn', 'sukarno', 'bebas', 'skrg', 'merdeka', 'ga', 'ad', 'bls', 'budi', 'nya', 'bakar', 'yg', 'amerika', 'sm', 'vietnam']"
1028,"Papua merdeka,","papua merdeka,",papua merdeka,papua merdeka,"['papua', 'merdeka']","['papua', 'merdeka']","['papua', 'merdeka']"
1029,hayoo .. mana nih DENSUS 88 yg kerja nya nyari teroris... sono samperin...cepet...,hayoo .. mana nih densus 88 yg kerja nya nyari teroris... sono samperin...cepet...,hayoo  mana nih densus  yg kerja nya nyari teroris sono samperincepet,hayoo mana nih densus yg kerja nya nyari teroris sono samperincepet,"['hayoo', 'mana', 'nih', 'densus', 'yg', 'kerja', 'nya', 'nyari', 'teroris', 'sono', 'samperincepet']","['hayoo', 'nih', 'densus', 'yg', 'kerja', 'nya', 'nyari', 'teroris', 'sono', 'samperincepet']","['hayoo', 'nih', 'densus', 'yg', 'kerja', 'nya', 'nyari', 'teroris', 'sono', 'samperincepet']"
1030,Sya dari Vietkong mendoakan semoga Indonesia aman,sya dari vietkong mendoakan semoga indonesia aman,sya dari vietkong mendoakan semoga indonesia aman,sya dari vietkong mendoakan semoga indonesia aman,"['sya', 'dari', 'vietkong', 'mendoakan', 'semoga', 'indonesia', 'aman']","['sya', 'vietkong', 'mendoakan', 'semoga', 'indonesia', 'aman']","['sya', 'vietkong', 'doa', 'moga', 'indonesia', 'aman']"
1031,y IYALAH JLN TERAKHIR JULUKANNYA KKB TERORIS titik..JD YG MAU BANTU KKB TERORIS MIKIR DUA X,y iyalah jln terakhir julukannya kkb teroris titik..jd yg mau bantu kkb teroris mikir dua x,y iyalah jln terakhir julukannya kkb teroris titikjd yg mau bantu kkb teroris mikir dua x,y iyalah jln terakhir julukannya kkb teroris titikjd yg mau bantu mikir dua x,"['y', 'iyalah', 'jln', 'terakhir', 'julukannya', 'kkb', 'teroris', 'titikjd', 'yg', 'mau', 'bantu', 'mikir', 'dua', 'x']","['y', 'iyalah', 'jln', 'julukannya', 'kkb', 'teroris', 'titikjd', 'yg', 'bantu', 'mikir', 'x']","['y', 'iya', 'jln', 'juluk', 'kkb', 'teroris', 'titikjd', 'yg', 'bantu', 'mikir', 'x']"
1032,"Akhir nya cap teroris bukan lagi hanya di label kan ke orang yang pakai gamis, berjenggot dan celana menggantung","akhir nya cap teroris bukan lagi hanya di label kan ke orang yang pakai gamis, berjenggot dan celana menggantung",akhir nya cap teroris bukan lagi hanya di label kan ke orang yang pakai gamis berjenggot dan celana menggantung,akhir nya cap teroris bukan lagi hanya di label kan ke orang yang pakai gamis berjenggot dan celana menggantung,"['akhir', 'nya', 'cap', 'teroris', 'bukan', 'lagi', 'hanya', 'di', 'label', 'kan', 'ke', 'orang', 'yang', 'pakai', 'gamis', 'berjenggot', 'dan', 'celana', 'menggantung']","['nya', 'cap', 'teroris', 'label', 'orang', 'pakai', 'gamis', 'berjenggot', 'celana', 'menggantung']","['nya', 'cap', 'teroris', 'label', 'orang', 'pakai', 'gamis', 'jenggot', 'celana', 'gantung']"
1033,"Kkb dn opm mng pntas di cap sbgai teroris.. Karena kerja mereka setiap hari mneror dn mncari2 msalah dlm damainya orang2 papua,  mrusak fasitas umum, mlkukn pembakaran,  bhkan pnembakn2 brutal yg mngenai bnyak rakyat sipil papua. Sementara sang presiden mmbangun2 dn mmbngun papua tpi kkb dn opm semakin gencar mlkukan aksi2 teror mreka shingga d turunkn aparat keaman untuk mngamankn papua. Shingga sdh bnyak berjatuhan korban dri pihk TNI.","kkb dn opm mng pntas di cap sbgai teroris.. karena kerja mereka setiap hari mneror dn mncari2 msalah dlm damainya orang2 papua,  mrusak fasitas umum, mlkukn pembakaran,  bhkan pnembakn2 brutal yg mngenai bnyak rakyat sipil papua. sementara sang presiden mmbangun2 dn mmbngun papua tpi kkb dn opm semakin gencar mlkukan aksi2 teror mreka shingga d turunkn aparat keaman untuk mngamankn papua. shingga sdh bnyak berjatuhan korban dri pihk tni.",kkb dn opm mng pntas di cap sbgai teroris karena kerja mereka setiap hari mneror dn mncari msalah dlm damainya orang papua  mrusak fasitas umum mlkukn pembakaran  bhkan pnembakn brutal yg mngenai bnyak rakyat sipil papua sementara sang presiden mmbangun dn mmbngun papua tpi kkb dn opm semakin gencar mlkukan aksi teror mreka shingga d turunkn aparat keaman untuk mngamankn papua shingga sdh bnyak berjatuhan korban dri pihk tni,kkb dn opm mng pntas di cap sbgai teroris karena kerja mereka setiap hari mneror mncari msalah dlm damainya orang papua mrusak fasitas umum mlkukn pembakaran bhkan pnembakn brutal yg mngenai bnyak rakyat sipil sementara sang presiden mmbangun mmbngun tpi semakin gencar mlkukan aksi teror mreka shingga d turunkn aparat keaman untuk mngamankn sdh berjatuhan korban dri pihk tni,"['kkb', 'dn', 'opm', 'mng', 'pntas', 'di', 'cap', 'sbgai', 'teroris', 'karena', 'kerja', 'mereka', 'setiap', 'hari', 'mneror', 'mncari', 'msalah', 'dlm', 'damainya', 'orang', 'papua', 'mrusak', 'fasitas', 'umum', 'mlkukn', 'pembakaran', 'bhkan', 'pnembakn', 'brutal', 'yg', 'mngenai', 'bnyak', 'rakyat', 'sipil', 'sementara', 'sang', 'presiden', 'mmbangun', 'mmbngun', 'tpi', 'semakin', 'gencar', 'mlkukan', 'aksi', 'teror', 'mreka', 'shingga', 'd', 'turunkn', 'aparat', 'keaman', 'untuk', 'mngamankn', 'sdh', 'berjatuhan', 'korban', 'dri', 'pihk', 'tni']","['kkb', 'dn', 'opm', 'mng', 'pntas', 'cap', 'sbgai', 'teroris', 'kerja', 'mneror', 'mncari', 'msalah', 'dlm', 'damainya', 'orang', 'papua', 'mrusak', 'fasitas', 'mlkukn', 'pembakaran', 'bhkan', 'pnembakn', 'brutal', 'yg', 'mngenai', 'bnyak', 'rakyat', 'sipil', 'sang', 'presiden', 'mmbangun', 'mmbngun', 'tpi', 'gencar', 'mlkukan', 'aksi', 'teror', 'mreka', 'shingga', 'd', 'turunkn', 'aparat', 'keaman', 'mngamankn', 'sdh', 'berjatuhan', 'korban', 'dri', 'pihk', 'tni']","['kkb', 'dn', 'opm', 'mng', 'pntas', 'cap', 'sbgai', 'teroris', 'kerja', 'mneror', 'mncari', 'msalah', 'dlm', 'damai', 'orang', 'papua', 'mrusak', 'fasitas', 'mlkukn', 'bakar', 'bhkan', 'pnembakn', 'brutal', 'yg', 'mngenai', 'bnyak', 'rakyat', 'sipil', 'sang', 'presiden', 'mmbangun', 'mmbngun', 'tpi', 'gencar', 'mlkukan', 'aksi', 'teror', 'mreka', 'shingga', 'd', 'turunkn', 'aparat', 'aman', 'mngamankn', 'sdh', 'jatuh', 'korban', 'dri', 'pihk', 'tni']"
1034,Ksian tni jd korban terus,ksian tni jd korban terus,ksian tni jd korban terus,ksian tni jd korban terus,"['ksian', 'tni', 'jd', 'korban', 'terus']","['ksian', 'tni', 'jd', 'korban']","['ksi', 'tni', 'jd', 'korban']"
1035,wok sing temen pengadilan internasional ,wok sing temen pengadilan internasional ,wok sing temen pengadilan internasional ,wok sing temen pengadilan internasional,"['wok', 'sing', 'temen', 'pengadilan', 'internasional']","['wok', 'sing', 'temen', 'pengadilan', 'internasional']","['wok', 'sing', 'temen', 'adil', 'internasional']"
1036,Ksian tni jd korban terus,ksian tni jd korban terus,ksian tni jd korban terus,ksian tni jd korban terus,"['ksian', 'tni', 'jd', 'korban', 'terus']","['ksian', 'tni', 'jd', 'korban']","['ksi', 'tni', 'jd', 'korban']"
1037,Klw di papua ada gak ya..Corona belum pernh denger,klw di papua ada gak ya..corona belum pernh denger,klw di papua ada gak yacorona belum pernh denger,klw di papua ada gak yacorona belum pernh denger,"['klw', 'di', 'papua', 'ada', 'gak', 'yacorona', 'belum', 'pernh', 'denger']","['klw', 'papua', 'gak', 'yacorona', 'pernh', 'denger']","['klw', 'papua', 'gak', 'yacorona', 'pernh', 'denger']"
1038,Emasnya dicuri kelompok tamak,emasnya dicuri kelompok tamak,emasnya dicuri kelompok tamak,emasnya dicuri kelompok tamak,"['emasnya', 'dicuri', 'kelompok', 'tamak']","['emasnya', 'dicuri', 'kelompok', 'tamak']","['emas', 'curi', 'kelompok', 'tamak']"
1039,"Klo gk mau dicap teroris mnyerahkan diri dong,jngan taunya sembunyi2 kayak maling..tembak satu trus lari apaan tu gk jentelmen...klo brani lawan dong TNI secara terbuka kaya GAM di aceh dulu,itu baru jantan.","klo gk mau dicap teroris mnyerahkan diri dong,jngan taunya sembunyi2 kayak maling..tembak satu trus lari apaan tu gk jentelmen...klo brani lawan dong tni secara terbuka kaya gam di aceh dulu,itu baru jantan.",klo gk mau dicap teroris mnyerahkan diri dongjngan taunya sembunyi kayak malingtembak satu trus lari apaan tu gk jentelmenklo brani lawan dong tni secara terbuka kaya gam di aceh duluitu baru jantan,klo gk mau dicap teroris mnyerahkan diri dongjngan taunya sembunyi kayak malingtembak satu trus lari apaan tu jentelmenklo brani lawan dong tni secara terbuka kaya gam di aceh duluitu baru jantan,"['klo', 'gk', 'mau', 'dicap', 'teroris', 'mnyerahkan', 'diri', 'dongjngan', 'taunya', 'sembunyi', 'kayak', 'malingtembak', 'satu', 'trus', 'lari', 'apaan', 'tu', 'jentelmenklo', 'brani', 'lawan', 'dong', 'tni', 'secara', 'terbuka', 'kaya', 'gam', 'di', 'aceh', 'duluitu', 'baru', 'jantan']","['klo', 'gk', 'dicap', 'teroris', 'mnyerahkan', 'dongjngan', 'taunya', 'sembunyi', 'kayak', 'malingtembak', 'trus', 'lari', 'tu', 'jentelmenklo', 'brani', 'lawan', 'tni', 'terbuka', 'kaya', 'gam', 'aceh', 'duluitu', 'jantan']","['klo', 'gk', 'cap', 'teroris', 'mnyerahkan', 'dongjngan', 'tau', 'sembunyi', 'kayak', 'malingtembak', 'trus', 'lari', 'tu', 'jentelmenklo', 'brani', 'lawan', 'tni', 'buka', 'kaya', 'gam', 'aceh', 'duluitu', 'jantan']"
1040,Andalane kkb lngsung minta tolong ke internasional,andalane kkb lngsung minta tolong ke internasional,andalane kkb lngsung minta tolong ke internasional,andalane kkb lngsung minta tolong ke internasional,"['andalane', 'kkb', 'lngsung', 'minta', 'tolong', 'ke', 'internasional']","['andalane', 'kkb', 'lngsung', 'tolong', 'internasional']","['andalane', 'kkb', 'lngsung', 'tolong', 'internasional']"
1041,Puas banget di cap teroris,puas banget di cap teroris,puas banget di cap teroris,puas banget di cap teroris,"['puas', 'banget', 'di', 'cap', 'teroris']","['puas', 'banget', 'cap', 'teroris']","['puas', 'banget', 'cap', 'teroris']"
1042,Lahh kocak ngga mau ngaku teroris,lahh kocak ngga mau ngaku teroris,lahh kocak ngga mau ngaku teroris,lahh kocak ngga mau ngaku teroris,"['lahh', 'kocak', 'ngga', 'mau', 'ngaku', 'teroris']","['lahh', 'kocak', 'ngga', 'ngaku', 'teroris']","['lahh', 'kocak', 'ngga', 'ngaku', 'teroris']"
1043,"Kkb Teroris papua akn jd buruan aparat semua aparat  negara di dunia jd pupus sdh perjuangan kkb dn akn menjdi awal dr pemburuan pok teroris olh pasukan"" anti teroris seluruh dunia,  bravo tni polri pemburuan pok teroris  sgr terbuka di wil papua.payung hukum sesuai uud yg berlaku.di Nkri.","kkb teroris papua akn jd buruan aparat semua aparat  negara di dunia jd pupus sdh perjuangan kkb dn akn menjdi awal dr pemburuan pok teroris olh pasukan"" anti teroris seluruh dunia,  bravo tni polri pemburuan pok teroris  sgr terbuka di wil papua.payung hukum sesuai uud yg berlaku.di nkri.",kkb teroris papua akn jd buruan aparat semua aparat  negara di dunia jd pupus sdh perjuangan kkb dn akn menjdi awal dr pemburuan pok teroris olh pasukan anti teroris seluruh dunia  bravo tni polri pemburuan pok teroris  sgr terbuka di wil papuapayung hukum sesuai uud yg berlakudi nkri,kkb teroris papua akn jd buruan aparat semua negara di dunia pupus sdh perjuangan dn menjdi awal dr pemburuan pok olh pasukan anti seluruh bravo tni polri sgr terbuka wil papuapayung hukum sesuai uud yg berlakudi nkri,"['kkb', 'teroris', 'papua', 'akn', 'jd', 'buruan', 'aparat', 'semua', 'negara', 'di', 'dunia', 'pupus', 'sdh', 'perjuangan', 'dn', 'menjdi', 'awal', 'dr', 'pemburuan', 'pok', 'olh', 'pasukan', 'anti', 'seluruh', 'bravo', 'tni', 'polri', 'sgr', 'terbuka', 'wil', 'papuapayung', 'hukum', 'sesuai', 'uud', 'yg', 'berlakudi', 'nkri']","['kkb', 'teroris', 'papua', 'akn', 'jd', 'buruan', 'aparat', 'negara', 'dunia', 'pupus', 'sdh', 'perjuangan', 'dn', 'menjdi', 'dr', 'pemburuan', 'pok', 'olh', 'pasukan', 'anti', 'bravo', 'tni', 'polri', 'sgr', 'terbuka', 'wil', 'papuapayung', 'hukum', 'sesuai', 'uud', 'yg', 'berlakudi', 'nkri']","['kkb', 'teroris', 'papua', 'akn', 'jd', 'buru', 'aparat', 'negara', 'dunia', 'pupus', 'sdh', 'juang', 'dn', 'menjdi', 'dr', 'buru', 'pok', 'olh', 'pasu', 'anti', 'bravo', 'tni', 'polri', 'sgr', 'buka', 'wil', 'papuapayung', 'hukum', 'sesuai', 'uud', 'yg', 'berlakudi', 'nkri']"
1044,Jgn tni aja brimob tu turunin yg jumlah nya lebih bnyak,jgn tni aja brimob tu turunin yg jumlah nya lebih bnyak,jgn tni aja brimob tu turunin yg jumlah nya lebih bnyak,jgn tni aja brimob tu turunin yg jumlah nya lebih bnyak,"['jgn', 'tni', 'aja', 'brimob', 'tu', 'turunin', 'yg', 'jumlah', 'nya', 'lebih', 'bnyak']","['jgn', 'tni', 'aja', 'brimob', 'tu', 'turunin', 'yg', 'nya', 'bnyak']","['jgn', 'tni', 'aja', 'brimob', 'tu', 'turunin', 'yg', 'nya', 'bnyak']"
1045,Waktunya densus 88 beraksi nie..,waktunya densus 88 beraksi nie..,waktunya densus  beraksi nie,waktunya densus beraksi nie,"['waktunya', 'densus', 'beraksi', 'nie']","['densus', 'beraksi', 'nie']","['densus', 'aksi', 'nie']"
1046,bantai,bantai,bantai,bantai,['bantai'],['bantai'],['bantai']
1047,Kenapah baru sekarang di cap teroris.???,kenapah baru sekarang di cap teroris.???,kenapah baru sekarang di cap teroris,kenapah baru sekarang di cap teroris,"['kenapah', 'baru', 'sekarang', 'di', 'cap', 'teroris']","['kenapah', 'cap', 'teroris']","['kenapah', 'cap', 'teroris']"
1048,"Bos, klo bunuh sana bunuh sini, menteror warga sipil, bunuh guru, bunuh pegawai kesehatan,bunuh buruh yg sedang bikin jmbtn, DLL..DST..DSB...menakut2i warga sipil..ITU APA..?? ya terroris..!! Klo mo bikin negara trs bunuhin rakyat sipil itu apaaa..?????? Ya terroris bos..!!! Bukan pejuang tpi terroris,manusia keji,pembunuh,penghancur perdamaian...","bos, klo bunuh sana bunuh sini, menteror warga sipil, bunuh guru, bunuh pegawai kesehatan,bunuh buruh yg sedang bikin jmbtn, dll..dst..dsb...menakut2i warga sipil..itu apa..?? ya terroris..!! klo mo bikin negara trs bunuhin rakyat sipil itu apaaa..?????? ya terroris bos..!!! bukan pejuang tpi terroris,manusia keji,pembunuh,penghancur perdamaian...",bos klo bunuh sana bunuh sini menteror warga sipil bunuh guru bunuh pegawai kesehatanbunuh buruh yg sedang bikin jmbtn dlldstdsbmenakuti warga sipilitu apa ya terroris klo mo bikin negara trs bunuhin rakyat sipil itu apaaa ya terroris bos bukan pejuang tpi terrorismanusia kejipembunuhpenghancur perdamaian,bos klo bunuh sana sini menteror warga sipil guru pegawai kesehatanbunuh buruh yg sedang bikin jmbtn dlldstdsbmenakuti sipilitu apa ya terroris mo negara trs bunuhin rakyat itu apaaa bukan pejuang tpi terrorismanusia kejipembunuhpenghancur perdamaian,"['bos', 'klo', 'bunuh', 'sana', 'sini', 'menteror', 'warga', 'sipil', 'guru', 'pegawai', 'kesehatanbunuh', 'buruh', 'yg', 'sedang', 'bikin', 'jmbtn', 'dlldstdsbmenakuti', 'sipilitu', 'apa', 'ya', 'terroris', 'mo', 'negara', 'trs', 'bunuhin', 'rakyat', 'itu', 'apaaa', 'bukan', 'pejuang', 'tpi', 'terrorismanusia', 'kejipembunuhpenghancur', 'perdamaian']","['bos', 'klo', 'bunuh', 'menteror', 'warga', 'sipil', 'guru', 'pegawai', 'kesehatanbunuh', 'buruh', 'yg', 'bikin', 'jmbtn', 'dlldstdsbmenakuti', 'sipilitu', 'ya', 'terroris', 'mo', 'negara', 'trs', 'bunuhin', 'rakyat', 'apaaa', 'pejuang', 'tpi', 'terrorismanusia', 'kejipembunuhpenghancur', 'perdamaian']","['bos', 'klo', 'bunuh', 'teror', 'warga', 'sipil', 'guru', 'pegawai', 'kesehatanbunuh', 'buruh', 'yg', 'bikin', 'jmbtn', 'dlldstdsbmenakuti', 'sipilitu', 'ya', 'terroris', 'mo', 'negara', 'trs', 'bunuhin', 'rakyat', 'apaaa', 'juang', 'tpi', 'terrorismanusia', 'kejipembunuhpenghancur', 'damai']"
1049,Halah teroris minta uji materi ke PBB.lucu ya.geli kita mendengar.tak ada kompromi buat KKB TERORIS PAPUA.anda sdh dimanjakan kyk snsk bocah sejak pemetintahan Pak jokowi .kesabaran ada batas nya.saat nya bertindak kasih perhitungan.,halah teroris minta uji materi ke pbb.lucu ya.geli kita mendengar.tak ada kompromi buat kkb teroris papua.anda sdh dimanjakan kyk snsk bocah sejak pemetintahan pak jokowi .kesabaran ada batas nya.saat nya bertindak kasih perhitungan.,halah teroris minta uji materi ke pbblucu yageli kita mendengartak ada kompromi buat kkb teroris papuaanda sdh dimanjakan kyk snsk bocah sejak pemetintahan pak jokowi kesabaran ada batas nyasaat nya bertindak kasih perhitungan,halah teroris minta uji materi ke pbblucu yageli kita mendengartak ada kompromi buat kkb papuaanda sdh dimanjakan kyk snsk bocah sejak pemetintahan pak jokowi kesabaran batas nyasaat nya bertindak kasih perhitungan,"['halah', 'teroris', 'minta', 'uji', 'materi', 'ke', 'pbblucu', 'yageli', 'kita', 'mendengartak', 'ada', 'kompromi', 'buat', 'kkb', 'papuaanda', 'sdh', 'dimanjakan', 'kyk', 'snsk', 'bocah', 'sejak', 'pemetintahan', 'pak', 'jokowi', 'kesabaran', 'batas', 'nyasaat', 'nya', 'bertindak', 'kasih', 'perhitungan']","['halah', 'teroris', 'uji', 'materi', 'pbblucu', 'yageli', 'mendengartak', 'kompromi', 'kkb', 'papuaanda', 'sdh', 'dimanjakan', 'kyk', 'snsk', 'bocah', 'pemetintahan', 'jokowi', 'kesabaran', 'batas', 'nyasaat', 'nya', 'bertindak', 'kasih', 'perhitungan']","['halah', 'teroris', 'uji', 'materi', 'pbblucu', 'yageli', 'mendengartak', 'kompromi', 'kkb', 'papuaanda', 'sdh', 'manja', 'kyk', 'snsk', 'bocah', 'pemetintahan', 'jokowi', 'sabar', 'batas', 'nyasaat', 'nya', 'tindak', 'kasih', 'hitung']"
